Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
24,Ensino Superior completo,Casado,SP,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas,6 meses,Baixo,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Não
21,Pós-graduação,Solteiro,DF,Sim,Acima de 7.000,Queda de cabelo; Oleosidade; Acne; Ressecamento; Manchas,2 anos,Alto,Sim,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Sim,Não
28,Ensino Médio completo,União Estável,PR,Sim,5.000 – 7.000,Ressecamento; Acne; Manchas; Queda de cabelo,6 meses,Baixo,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
46,Ensino Superior completo,União Estável,RJ,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Ressecamento,6 meses,Médio,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Medicina,Não,Sim
53,Ensino Fundamental completo,Solteiro,GO,Sim,2.000 – 3.000,Oleosidade; Manchas; Queda de cabelo; Acne,1 mês,Baixo,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,NÃO,R$201 – R$300,Não,Não,Não
42,Ensino Superior completo,Casado,SP,Não,4.000 – 5.000,Ressecamento; Acne; Oleosidade; Manchas; Queda de cabelo,2 anos,Médio,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,NÃO,R$101 – R$200,Medicina,Sim,Sim
38,Ensino Superior incompleto,União Estável,RJ,Não,4.000 – 5.000,Oleosidade; Manchas; Queda de cabelo; Ressecamento; Acne,6 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
53,Ensino Superior completo,Solteiro,SP,Sim,3.000 – 4.000,Manchas; Ressecamento; Acne; Queda de cabelo; Oleosidade,3 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,NÃO,R$201 – R$300,Direito,Não,Sim
27,Pós-graduação,Casado,SP,Sim,2.000 – 3.000,Manchas; Oleosidade,1 mês,Baixo,Sim,Protetor solar; Sérum,Dieta; Atividade física,NÃO,R$201 – R$300,Medicina,Sim,Sim
54,Pós-graduação,Solteiro,DF,Sim,5.000 – 7.000,Manchas; Acne,6 meses,Baixo,Sim,Hidratante; Protetor solar,Atividade física; Dieta,SIM,R$301 – R$500,Direito,Sim,Não
26,Ensino Superior completo,União Estável,BA,Sim,2.000 – 3.000,Ressecamento; Acne,2 anos,Médio,Sim,Sérum; Hidratante,Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
41,Ensino Médio completo,Solteiro,PR,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade,3 meses,Médio,Sim,Hidratante; Protetor solar,Skincare; Dieta,NÃO,R$101 – R$200,Medicina,Sim,Não
52,Pós-graduação,Divorciado,BA,Sim,Acima de 7.000,Manchas; Acne,2 anos,Baixo,Sim,Hidratante; Protetor solar,Dieta; Atividade física,SIM,R$301 – R$500,Não,Sim,Não
52,Ensino Fundamental completo,Casado,SC,Não,Acima de 7.000,Acne; Queda de cabelo,2 anos,Baixo,Sim,Protetor solar; Hidratante,Dieta; Atividade física,NÃO,R$201 – R$300,Engenharia,Não,Não
53,Pós-graduação,Divorciado,PR,Sim,3.000 – 4.000,Acne; Oleosidade,2 anos,Médio,Não,Sérum; Hidratante,Skincare; Atividade física,NÃO,R$201 – R$300,Medicina,Sim,Não
35,Ensino Médio completo,Divorciado,SP,Sim,Acima de 7.000,Acne; Oleosidade; Queda de cabelo; Ressecamento; Manchas,1 ano,Baixo,Não,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,NÃO,Até R$100,Não,Não,Sim
49,Ensino Fundamental completo,Casado,RJ,Sim,Até 2.000,Acne,3 meses,Alto,Sim,Sérum,Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
41,Ensino Superior completo,Casado,GO,Sim,Até 2.000,Manchas; Acne,2 anos,Baixo,Sim,Protetor solar; Sérum,Atividade física; Skincare,NÃO,R$101 – R$200,Direito,Sim,Não
40,Ensino Médio completo,Solteiro,DF,Sim,5.000 – 7.000,Oleosidade; Ressecamento; Acne; Queda de cabelo; Manchas,1 ano,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Sim,Não
49,Ensino Médio completo,Casado,PR,Não,3.000 – 4.000,Acne,1 mês,Baixo,Sim,Hidratante,Skincare,NÃO,Até R$100,Engenharia,Sim,Não
54,Ensino Médio completo,Divorciado,SC,Não,4.000 – 5.000,Acne; Ressecamento,1 ano,Médio,Não,Sérum; Protetor solar,Skincare; Dieta,SIM,R$201 – R$300,Direito,Não,Não
29,Ensino Fundamental completo,Divorciado,SP,Sim,5.000 – 7.000,Queda de cabelo,1 mês,Baixo,Não,Protetor solar,Dieta,SIM,R$301 – R$500,Engenharia,Sim,Não
30,Ensino Médio completo,União Estável,GO,Sim,2.000 – 3.000,Acne,1 ano,Alto,Não,Protetor solar,Skincare,NÃO,R$101 – R$200,Medicina,Sim,Não
40,Ensino Fundamental incompleto,Casado,PR,Não,2.000 – 3.000,Manchas; Oleosidade; Ressecamento,2 anos,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Engenharia,Não,Sim
42,Ensino Superior incompleto,Divorciado,BA,Sim,4.000 – 5.000,Manchas; Acne; Oleosidade; Queda de cabelo,1 ano,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Sim
52,Ensino Fundamental completo,União Estável,BA,Não,5.000 – 7.000,Queda de cabelo; Ressecamento; Oleosidade,1 ano,Médio,Não,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Sim,Não
47,Ensino Superior completo,União Estável,PR,Sim,5.000 – 7.000,Acne,2 anos,Médio,Sim,Sérum,Skincare,SIM,R$301 – R$500,Direito,Sim,Não
34,Ensino Médio completo,Solteiro,PR,Sim,3.000 – 4.000,Queda de cabelo; Acne; Oleosidade; Manchas; Ressecamento,1 mês,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Não,Não
37,Pós-graduação,Divorciado,PR,Sim,4.000 – 5.000,Acne; Oleosidade,2 anos,Médio,Não,Hidratante; Protetor solar,Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Sim,Sim
42,Pós-graduação,Solteiro,GO,Sim,2.000 – 3.000,Ressecamento; Oleosidade; Manchas; Queda de cabelo,3 meses,Baixo,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Medicina,Não,Sim
39,Ensino Médio completo,Divorciado,BA,Não,Até 2.000,Manchas; Ressecamento,1 ano,Alto,Não,Hidratante; Sérum,Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
30,Ensino Superior completo,Solteiro,RJ,Sim,5.000 – 7.000,Ressecamento; Oleosidade; Manchas; Acne; Queda de cabelo,3 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,NÃO,Até R$100,Direito,Sim,Sim
36,Ensino Superior completo,Solteiro,SC,Sim,3.000 – 4.000,Queda de cabelo; Ressecamento; Oleosidade; Manchas,2 anos,Baixo,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
53,Mestrado,Casado,SC,Sim,2.000 – 3.000,Acne; Ressecamento; Queda de cabelo,2 anos,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Não,Sim,Não
29,Ensino Superior completo,Solteiro,DF,Não,5.000 – 7.000,Acne,6 meses,Baixo,Não,Hidratante,Skincare,SIM,R$201 – R$300,Direito,Sim,Não
36,Ensino Fundamental completo,Casado,SP,Sim,5.000 – 7.000,Ressecamento; Acne; Queda de cabelo; Oleosidade; Manchas,3 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Engenharia,Não,Sim
29,Ensino Superior completo,União Estável,MG,Não,5.000 – 7.000,Oleosidade,6 meses,Baixo,Não,Sérum,Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
26,Ensino Superior completo,Divorciado,RJ,Sim,2.000 – 3.000,Queda de cabelo,3 meses,Baixo,Não,Hidratante,Atividade física,NÃO,Até R$100,Engenharia,Sim,Sim
24,Ensino Superior completo,União Estável,BA,Sim,3.000 – 4.000,Queda de cabelo; Acne,6 meses,Baixo,Sim,Hidratante; Sérum,Atividade física; Dieta,NÃO,R$301 – R$500,Não,Sim,Sim
45,Ensino Médio completo,Divorciado,SP,Sim,2.000 – 3.000,Queda de cabelo; Oleosidade; Ressecamento; Acne; Manchas,6 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Não,Sim
31,Pós-graduação,União Estável,DF,Sim,2.000 – 3.000,Acne,3 meses,Alto,Sim,Protetor solar,Skincare,NÃO,R$101 – R$200,Não,Sim,Não
48,Mestrado,Divorciado,SP,Sim,5.000 – 7.000,Queda de cabelo; Ressecamento; Manchas,2 anos,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
36,Ensino Médio completo,Solteiro,PR,Sim,Acima de 7.000,Ressecamento; Manchas; Queda de cabelo; Oleosidade,1 mês,Baixo,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
33,Ensino Fundamental completo,Divorciado,MG,Sim,5.000 – 7.000,Oleosidade; Manchas; Ressecamento; Acne; Queda de cabelo,2 anos,Baixo,Não,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
22,Ensino Médio completo,Divorciado,BA,Sim,5.000 – 7.000,Manchas; Ressecamento,1 mês,Alto,Sim,Sérum; Hidratante,Dieta; Atividade física,SIM,R$201 – R$300,Engenharia,Sim,Não
52,Ensino Superior completo,União Estável,MG,Sim,4.000 – 5.000,Oleosidade; Acne; Ressecamento; Manchas; Queda de cabelo,3 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
29,Ensino Superior completo,União Estável,RJ,Sim,5.000 – 7.000,Ressecamento; Acne,1 ano,Médio,Não,Sérum; Protetor solar,Atividade física; Skincare,NÃO,R$101 – R$200,Direito,Sim,Sim
42,Ensino Superior completo,União Estável,MG,Sim,3.000 – 4.000,Oleosidade; Manchas; Queda de cabelo; Acne,2 anos,Baixo,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Medicina,Não,Sim
38,Ensino Superior incompleto,Casado,SP,Sim,4.000 – 5.000,Queda de cabelo; Oleosidade; Manchas,6 meses,Alto,Não,Sérum; Protetor solar; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Não
53,Ensino Superior completo,Casado,MG,Não,4.000 – 5.000,Queda de cabelo,2 anos,Médio,Não,Hidratante,Skincare,NÃO,Até R$100,Não,Sim,Não
40,Ensino Médio completo,Divorciado,MG,Sim,2.000 – 3.000,Queda de cabelo; Manchas; Oleosidade; Acne; Ressecamento,3 meses,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Não
33,Ensino Superior incompleto,Divorciado,SC,Sim,4.000 – 5.000,Manchas; Acne,1 ano,Baixo,Sim,Protetor solar; Sérum,Atividade física; Dieta,NÃO,R$201 – R$300,Direito,Sim,Sim
31,Ensino Superior completo,Solteiro,BA,Sim,Acima de 7.000,Queda de cabelo; Acne; Oleosidade; Ressecamento,1 ano,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Engenharia,Não,Sim
48,Mestrado,Solteiro,BA,Sim,3.000 – 4.000,Oleosidade,2 anos,Alto,Sim,Protetor solar,Dieta,SIM,R$301 – R$500,Direito,Sim,Sim
22,Pós-graduação,Divorciado,SP,Sim,2.000 – 3.000,Oleosidade; Manchas; Queda de cabelo; Acne,2 anos,Alto,Não,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Não,Sim,Não
52,Pós-graduação,Casado,GO,Sim,4.000 – 5.000,Ressecamento; Oleosidade; Manchas,2 anos,Médio,Não,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Direito,Não,Não
40,Ensino Superior incompleto,Divorciado,MG,Sim,5.000 – 7.000,Queda de cabelo,3 meses,Alto,Não,Sérum,Atividade física,SIM,R$201 – R$300,Medicina,Não,Sim
46,Ensino Superior incompleto,Solteiro,MG,Sim,5.000 – 7.000,Ressecamento,1 mês,Baixo,Não,Protetor solar,Atividade física,SIM,R$201 – R$300,Não,Sim,Sim
28,Ensino Superior completo,Casado,PR,Não,5.000 – 7.000,Acne,1 mês,Médio,Sim,Protetor solar,Skincare,NÃO,Até R$100,Engenharia,Sim,Sim
35,Pós-graduação,Casado,BA,Não,2.000 – 3.000,Manchas; Acne,6 meses,Médio,Sim,Sérum; Protetor solar,Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Não,Sim
29,Ensino Fundamental completo,Solteiro,MG,Sim,5.000 – 7.000,Ressecamento,3 meses,Baixo,Não,Sérum,Skincare,NÃO,R$201 – R$300,Não,Não,Não
26,Ensino Médio completo,Divorciado,BA,Sim,3.000 – 4.000,Acne; Oleosidade; Queda de cabelo; Manchas,1 ano,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Não,Não,Sim
27,Ensino Fundamental completo,União Estável,MG,Não,5.000 – 7.000,Queda de cabelo; Ressecamento,6 meses,Baixo,Não,Protetor solar; Hidratante,Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Não
34,Ensino Superior completo,Divorciado,SC,Não,5.000 – 7.000,Manchas,1 ano,Médio,Não,Sérum,Skincare,NÃO,R$201 – R$300,Não,Sim,Não
24,Ensino Médio completo,Divorciado,SP,Sim,2.000 – 3.000,Acne; Oleosidade; Queda de cabelo; Ressecamento,1 ano,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$201 – R$300,Não,Sim,Não
30,Ensino Médio completo,Solteiro,BA,Sim,Até 2.000,Ressecamento; Oleosidade; Manchas; Acne,2 anos,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,NÃO,R$201 – R$300,Não,Não,Não
26,Ensino Fundamental completo,Casado,RJ,Não,Até 2.000,Queda de cabelo; Manchas; Ressecamento; Oleosidade; Acne,1 ano,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Não
44,Ensino Médio completo,Solteiro,SP,Sim,3.000 – 4.000,Ressecamento; Manchas; Acne; Queda de cabelo,1 ano,Baixo,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Sim,Sim
19,Pós-graduação,Divorciado,PR,Sim,3.000 – 4.000,Ressecamento; Acne; Oleosidade,3 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Engenharia,Não,Não
22,Ensino Médio completo,União Estável,SP,Sim,5.000 – 7.000,Queda de cabelo,2 anos,Médio,Não,Sérum,Atividade física,SIM,R$301 – R$500,Não,Não,Sim
46,Ensino Superior completo,União Estável,MG,Não,4.000 – 5.000,Ressecamento,2 anos,Médio,Sim,Protetor solar,Atividade física,NÃO,R$101 – R$200,Direito,Não,Sim
54,Ensino Superior completo,União Estável,PR,Não,3.000 – 4.000,Queda de cabelo,6 meses,Alto,Não,Hidratante,Dieta,SIM,R$201 – R$300,Engenharia,Sim,Não
36,Pós-graduação,Solteiro,SP,Sim,2.000 – 3.000,Queda de cabelo; Ressecamento; Manchas; Oleosidade,2 anos,Alto,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Medicina,Sim,Sim
25,Ensino Fundamental completo,Casado,DF,Sim,2.000 – 3.000,Manchas; Ressecamento; Oleosidade; Queda de cabelo,1 mês,Baixo,Sim,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Medicina,Sim,Sim
18,Mestrado,Solteiro,PR,Sim,Acima de 7.000,Acne,3 meses,Alto,Não,Hidratante,Dieta,SIM,R$301 – R$500,Medicina,Não,Sim
39,Ensino Superior completo,União Estável,DF,Não,3.000 – 4.000,Queda de cabelo; Manchas,6 meses,Baixo,Não,Protetor solar; Hidratante,Skincare; Atividade física,NÃO,R$301 – R$500,Não,Sim,Sim
34,Mestrado,Divorciado,RJ,Sim,5.000 – 7.000,Manchas; Ressecamento,1 mês,Baixo,Sim,Sérum; Hidratante,Atividade física; Skincare,NÃO,R$101 – R$200,Não,Não,Não
24,Pós-graduação,Casado,SP,Não,5.000 – 7.000,Oleosidade; Manchas; Queda de cabelo,1 ano,Médio,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
42,Ensino Médio completo,Solteiro,BA,Sim,5.000 – 7.000,Acne; Manchas; Ressecamento; Queda de cabelo; Oleosidade,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Sim
21,Ensino Fundamental completo,Solteiro,BA,Não,Acima de 7.000,Ressecamento; Oleosidade; Queda de cabelo,6 meses,Baixo,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Não
53,Ensino Médio completo,Casado,GO,Sim,4.000 – 5.000,Acne,2 anos,Médio,Sim,Hidratante,Dieta,NÃO,R$101 – R$200,Não,Sim,Não
23,Ensino Superior completo,Casado,MG,Sim,Acima de 7.000,Queda de cabelo,3 meses,Baixo,Não,Hidratante,Dieta,NÃO,R$101 – R$200,Engenharia,Não,Não
48,Ensino Médio completo,Divorciado,DF,Sim,2.000 – 3.000,Queda de cabelo,6 meses,Alto,Sim,Hidratante,Skincare,NÃO,R$101 – R$200,Medicina,Não,Não
36,Ensino Médio completo,Casado,PR,Sim,2.000 – 3.000,Ressecamento; Acne; Manchas; Queda de cabelo; Oleosidade,1 mês,Médio,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Direito,Sim,Não
44,Ensino Superior incompleto,Divorciado,GO,Não,5.000 – 7.000,Manchas; Ressecamento; Queda de cabelo; Acne,1 mês,Médio,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Não,Sim,Sim
27,Ensino Fundamental incompleto,União Estável,GO,Sim,Acima de 7.000,Queda de cabelo; Manchas; Ressecamento; Acne; Oleosidade,6 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Direito,Não,Não
43,Ensino Fundamental completo,União Estável,SC,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Ressecamento,6 meses,Alto,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Sim,Sim
36,Ensino Superior incompleto,Solteiro,DF,Sim,Até 2.000,Ressecamento; Manchas; Acne; Oleosidade,6 meses,Alto,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Sim,Não
20,Ensino Fundamental completo,União Estável,PR,Não,3.000 – 4.000,Acne; Queda de cabelo; Manchas; Ressecamento,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Não,Sim
30,Ensino Médio completo,União Estável,GO,Sim,Acima de 7.000,Acne; Ressecamento; Manchas,6 meses,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Não,Não,Sim
45,Ensino Superior incompleto,Divorciado,SC,Sim,3.000 – 4.000,Oleosidade; Ressecamento; Queda de cabelo; Manchas,1 ano,Alto,Não,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Sim,Não
37,Ensino Superior incompleto,Solteiro,GO,Não,5.000 – 7.000,Oleosidade; Ressecamento,3 meses,Baixo,Sim,Hidratante; Protetor solar,Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Sim
45,Pós-graduação,Casado,MG,Sim,5.000 – 7.000,Ressecamento; Oleosidade; Manchas,3 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
25,Ensino Superior completo,Solteiro,RJ,Sim,4.000 – 5.000,Manchas; Oleosidade; Queda de cabelo,1 ano,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Não,Sim,Sim
18,Ensino Superior incompleto,União Estável,DF,Sim,4.000 – 5.000,Acne; Oleosidade,1 mês,Baixo,Sim,Sérum; Hidratante,Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
20,Ensino Superior incompleto,Casado,SC,Sim,4.000 – 5.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas; Acne,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Engenharia,Sim,Sim
30,Ensino Superior completo,Solteiro,RJ,Não,2.000 – 3.000,Oleosidade; Acne; Ressecamento; Queda de cabelo; Manchas,1 mês,Baixo,Não,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Direito,Sim,Sim
45,Pós-graduação,Solteiro,PR,Não,Acima de 7.000,Oleosidade; Acne; Queda de cabelo; Manchas; Ressecamento,1 mês,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$201 – R$300,Medicina,Sim,Não
42,Pós-graduação,Solteiro,MG,Sim,4.000 – 5.000,Manchas; Acne; Oleosidade; Ressecamento,2 anos,Médio,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Sim,Não
50,Ensino Superior completo,Solteiro,SC,Sim,Acima de 7.000,Manchas; Acne,1 ano,Médio,Sim,Protetor solar; Sérum,Atividade física; Dieta,NÃO,Até R$100,Medicina,Sim,Não
23,Ensino Fundamental completo,Divorciado,PR,Sim,2.000 – 3.000,Acne; Queda de cabelo; Oleosidade,3 meses,Médio,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
49,Ensino Médio completo,Solteiro,GO,Sim,Acima de 7.000,Ressecamento; Manchas; Acne,1 ano,Baixo,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
38,Ensino Fundamental incompleto,União Estável,BA,Sim,4.000 – 5.000,Queda de cabelo; Manchas; Oleosidade,3 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Engenharia,Sim,Não
33,Pós-graduação,União Estável,SP,Não,Até 2.000,Manchas; Queda de cabelo; Acne; Oleosidade,1 mês,Baixo,Não,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Não,Sim,Não
38,Ensino Superior completo,Divorciado,PR,Sim,Até 2.000,Oleosidade; Manchas; Queda de cabelo; Ressecamento,2 anos,Alto,Sim,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Medicina,Não,Não
28,Ensino Superior completo,Casado,RJ,Sim,5.000 – 7.000,Acne; Oleosidade; Queda de cabelo; Ressecamento; Manchas,6 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Não
